"participant_id","speaker_identity","trialid","itemid","itemtype","itemtype_coarser","msg","target","competitor","distractor","targetpos","layout","prob_target","prob_competitor","prob_distr"
42,"adult",6,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",1,"tr_gr,ci_bl,sq_gr",100,0,0
43,"child",17,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",2,"ci_bl,tr_gr,sq_gr",100,0,0
44,"adult",17,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",1,"tr_gr,sq_gr,ci_bl",100,0,0
45,"adult",18,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",2,"sq_gr,tr_gr,ci_bl",100,0,0
46,"adult",1,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",3,"ci_bl,sq_gr,tr_gr",100,0,0
47,"child",1,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",1,"tr_gr,sq_gr,ci_bl",100,0,0
48,"adult",14,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",3,"sq_gr,ci_bl,tr_gr",100,0,0
49,"child",8,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",3,"sq_gr,ci_bl,tr_gr",100,0,0
50,"adult",13,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",1,"tr_gr,ci_bl,sq_gr",100,0,0
51,"adult",11,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",2,"sq_gr,tr_gr,ci_bl",100,0,0
52,"adult",6,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",2,"ci_bl,tr_gr,sq_gr",100,0,0
53,"child",1,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",3,"ci_bl,sq_gr,tr_gr",100,0,0
54,"adult",9,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",3,"sq_gr,ci_bl,tr_gr",100,0,0
55,"child",8,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",3,"sq_gr,ci_bl,tr_gr",100,0,0
56,"child",17,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",2,"ci_bl,tr_gr,sq_gr",100,0,0
57,"child",0,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",3,"sq_gr,ci_bl,tr_gr",100,0,0
58,"adult",20,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",3,"ci_bl,sq_gr,tr_gr",96,2,2
59,"child",5,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",3,"ci_bl,sq_gr,tr_gr",100,0,0
60,"child",3,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",3,"ci_bl,sq_gr,tr_gr",100,0,0
61,"child",13,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",1,"tr_gr,sq_gr,ci_bl",100,0,0
62,"adult",15,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",1,"tr_gr,sq_gr,ci_bl",100,0,0
63,"child",7,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",1,"tr_gr,sq_gr,ci_bl",100,0,0
64,"child",22,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",1,"tr_gr,ci_bl,sq_gr",100,0,0
65,"adult",5,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",3,"ci_bl,sq_gr,tr_gr",100,0,0
66,"child",20,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",2,"sq_gr,tr_gr,ci_bl",100,0,0
67,"child",14,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",1,"tr_gr,ci_bl,sq_gr",100,0,0
68,"adult",21,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",2,"ci_bl,tr_gr,sq_gr",100,0,0
69,"adult",16,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",2,"sq_gr,tr_gr,ci_bl",100,0,0
70,"adult",11,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",3,"ci_bl,sq_gr,tr_gr",100,0,0
71,"adult",12,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",2,"ci_bl,tr_gr,sq_gr",100,0,0
72,"child",4,20,"filler type a","filler unambiguous","tr","tr_gr","sq_gr","ci_bl",1,"tr_gr,sq_gr,ci_bl",100,0,0
1,"adult",9,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",1,"ci_re,tr_bl,tr_gr",96,2,2
2,"child",4,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
3,"adult",0,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",1,"ci_re,tr_bl,tr_gr",100,0,0
4,"child",13,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_bl,ci_re,tr_gr",100,0,0
5,"child",2,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_gr,ci_re,tr_bl",100,0,0
6,"child",14,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_gr,ci_re,tr_bl",100,0,0
7,"child",15,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
8,"child",8,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_bl,ci_re,tr_gr",100,0,0
9,"adult",18,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
10,"child",14,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",1,"ci_re,tr_bl,tr_gr",100,0,0
11,"child",18,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_gr,tr_bl,ci_re",100,0,0
12,"child",7,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_gr,ci_re,tr_bl",100,0,0
13,"child",0,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",94,3,3
14,"adult",1,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",1,"ci_re,tr_gr,tr_bl",100,0,0
15,"adult",0,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_bl,ci_re,tr_gr",100,0,0
16,"child",8,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
17,"adult",10,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_bl,ci_re,tr_gr",100,0,0
18,"adult",22,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_gr,tr_bl,ci_re",100,0,0
19,"child",11,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
20,"child",16,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
21,"child",7,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
22,"child",22,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
23,"adult",11,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",1,"ci_re,tr_gr,tr_bl",100,0,0
24,"child",20,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_gr,ci_re,tr_bl",100,0,0
25,"child",13,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_bl,ci_re,tr_gr",84,16,0
26,"adult",5,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_bl,ci_re,tr_gr",100,0,0
27,"child",9,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",1,"ci_re,tr_bl,tr_gr",100,0,0
28,"child",5,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
29,"child",14,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_gr,ci_re,tr_bl",100,0,0
30,"adult",9,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
31,"adult",21,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_bl,ci_re,tr_gr",100,0,0
32,"adult",18,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_gr,ci_re,tr_bl",100,0,0
33,"adult",11,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_gr,tr_bl,ci_re",100,0,0
34,"child",15,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
35,"adult",23,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
36,"adult",13,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_gr,tr_bl,ci_re",100,0,0
37,"child",7,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",1,"ci_re,tr_bl,tr_gr",67,18,15
38,"adult",11,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_gr,tr_bl,ci_re",100,0,0
39,"child",18,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",1,"ci_re,tr_gr,tr_bl",100,0,0
40,"child",5,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_gr,ci_re,tr_bl",100,0,0
41,"adult",6,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",1,"ci_re,tr_bl,tr_gr",100,0,0
42,"adult",4,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",1,"ci_re,tr_gr,tr_bl",100,0,0
43,"child",22,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_bl,ci_re,tr_gr",100,0,0
44,"adult",13,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
45,"adult",4,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",1,"ci_re,tr_bl,tr_gr",100,0,0
46,"adult",17,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_gr,ci_re,tr_bl",100,0,0
47,"child",5,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
48,"adult",16,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",1,"ci_re,tr_gr,tr_bl",100,0,0
49,"child",16,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_gr,ci_re,tr_bl",100,0,0
50,"adult",8,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",1,"ci_re,tr_bl,tr_gr",100,0,0
51,"adult",15,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_bl,ci_re,tr_gr",100,0,0
52,"adult",8,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
53,"child",2,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",1,"ci_re,tr_bl,tr_gr",100,0,0
54,"adult",5,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_gr,ci_re,tr_bl",100,0,0
55,"child",20,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",1,"ci_re,tr_bl,tr_gr",100,0,0
56,"child",6,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",85,7,8
57,"child",18,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
58,"adult",8,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",84,8,8
59,"child",20,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
60,"child",11,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
61,"child",2,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",1,"ci_re,tr_gr,tr_bl",100,0,0
62,"adult",7,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_gr,tr_bl,ci_re",100,0,0
63,"child",12,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_bl,ci_re,tr_gr",100,0,0
64,"child",5,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_gr,tr_bl,ci_re",100,0,0
65,"adult",14,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_bl,ci_re,tr_gr",100,0,0
66,"child",10,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_gr,ci_re,tr_bl",100,0,0
67,"child",6,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",1,"ci_re,tr_bl,tr_gr",100,0,0
68,"adult",15,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_bl,ci_re,tr_gr",100,0,0
69,"adult",5,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_gr,tr_bl,ci_re",100,0,0
70,"adult",8,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",1,"ci_re,tr_gr,tr_bl",100,0,0
71,"adult",6,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",2,"tr_gr,ci_re,tr_bl",100,0,0
72,"child",13,21,"filler type b","filler unambiguous","re","ci_re","tr_bl","tr_gr",3,"tr_bl,tr_gr,ci_re",100,0,0
1,"adult",22,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_re,tr_gr,ci_bl",96,2,2
2,"child",18,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_re,ci_bl",100,0,0
3,"adult",16,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_re,ci_bl,tr_gr",100,0,0
4,"child",1,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_re,tr_gr,ci_bl",100,0,0
5,"child",13,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_re,tr_gr,ci_bl",100,0,0
6,"child",19,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_re,ci_bl,tr_gr",100,0,0
7,"child",8,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_re,tr_gr,ci_bl",100,0,0
8,"child",22,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_bl,tr_gr,ci_re",100,0,0
9,"adult",16,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_re,ci_bl",100,0,0
10,"child",15,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_re,ci_bl",100,0,0
11,"child",4,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_re,ci_bl",100,0,0
12,"child",23,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_re,tr_gr,ci_bl",100,0,0
13,"child",21,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_re,ci_bl,tr_gr",100,0,0
14,"adult",21,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_bl,ci_re,tr_gr",100,0,0
15,"adult",12,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_bl,ci_re",100,0,0
16,"child",9,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_bl,ci_re",100,0,0
17,"adult",7,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_bl,ci_re,tr_gr",100,0,0
18,"adult",12,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_bl,ci_re",100,0,0
19,"child",1,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_bl,ci_re,tr_gr",80,9,11
20,"child",13,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_re,tr_gr,ci_bl",100,0,0
21,"child",23,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_bl,ci_re,tr_gr",100,0,0
22,"child",21,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_bl,ci_re,tr_gr",100,0,0
23,"adult",17,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_bl,ci_re",100,0,0
24,"child",15,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_bl,ci_re",100,0,0
25,"child",22,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_re,ci_bl,tr_gr",90,0,10
26,"adult",19,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_re,ci_bl,tr_gr",100,0,0
27,"child",3,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_bl,ci_re",100,0,0
28,"child",9,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_bl,tr_gr,ci_re",100,0,0
29,"child",2,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_bl,ci_re,tr_gr",100,0,0
30,"adult",16,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_re,tr_gr,ci_bl",100,0,0
31,"adult",18,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_bl,ci_re,tr_gr",100,0,0
32,"adult",14,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_bl,tr_gr,ci_re",100,0,0
33,"adult",14,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_bl,ci_re",100,0,0
34,"child",8,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_re,tr_gr,ci_bl",100,0,0
35,"adult",5,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_bl,ci_re,tr_gr",100,0,0
36,"adult",22,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_re,ci_bl,tr_gr",100,0,0
37,"child",8,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_bl,tr_gr,ci_re",86,9,5
38,"adult",18,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_bl,tr_gr,ci_re",100,0,0
39,"child",11,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_re,ci_bl",100,0,0
40,"child",14,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_bl,tr_gr,ci_re",100,0,0
41,"adult",7,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_bl,ci_re",100,0,0
42,"adult",11,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_re,ci_bl,tr_gr",100,0,0
43,"child",7,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_bl,ci_re,tr_gr",100,0,0
44,"adult",15,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_bl,ci_re",100,0,0
45,"adult",9,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_re,ci_bl,tr_gr",100,0,0
46,"adult",10,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_re,ci_bl,tr_gr",100,0,0
47,"child",13,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_bl,tr_gr,ci_re",100,0,0
48,"adult",15,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_re,ci_bl",100,0,0
49,"child",15,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_re,ci_bl",100,0,0
50,"adult",9,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_re,ci_bl,tr_gr",100,0,0
51,"adult",6,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_bl,tr_gr,ci_re",100,0,0
52,"adult",15,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_bl,ci_re,tr_gr",100,0,0
53,"child",6,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_re,ci_bl",100,0,0
54,"adult",17,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_bl,ci_re,tr_gr",100,0,0
55,"child",16,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_re,ci_bl",100,0,0
56,"child",13,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_bl,tr_gr,ci_re",100,0,0
57,"child",1,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_bl,ci_re",100,0,0
58,"adult",6,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_re,tr_gr,ci_bl",89,5,6
59,"child",22,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_re,tr_gr,ci_bl",100,0,0
60,"child",13,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_re,ci_bl,tr_gr",100,0,0
61,"child",23,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_re,tr_gr,ci_bl",100,0,0
62,"adult",1,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_re,ci_bl,tr_gr",100,0,0
63,"child",4,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_re,ci_bl",100,0,0
64,"child",14,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_re,ci_bl,tr_gr",100,0,0
65,"adult",23,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_re,tr_gr,ci_bl",100,0,0
66,"child",13,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_re,ci_bl",100,0,0
67,"child",12,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_re,ci_bl,tr_gr",100,0,0
68,"adult",3,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",1,"tr_gr,ci_bl,ci_re",100,0,0
69,"adult",13,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_re,tr_gr,ci_bl",100,0,0
70,"adult",23,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_bl,tr_gr,ci_re",100,0,0
71,"adult",23,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",2,"ci_re,tr_gr,ci_bl",100,0,0
72,"child",3,22,"filler type b","filler unambiguous","gr","tr_gr","ci_bl","ci_re",3,"ci_bl,ci_re,tr_gr",100,0,0
1,"adult",14,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",3,"sq_re,tr_re,ci_gr",96,2,2
2,"child",6,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",1,"ci_gr,tr_re,sq_re",100,0,0
3,"adult",8,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",2,"sq_re,ci_gr,tr_re",100,0,0
4,"child",2,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",1,"ci_gr,tr_re,sq_re",100,0,0
5,"child",7,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",2,"sq_re,ci_gr,tr_re",100,0,0
6,"child",22,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",3,"tr_re,sq_re,ci_gr",100,0,0
7,"child",19,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",3,"sq_re,tr_re,ci_gr",100,0,0
8,"child",3,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",3,"sq_re,tr_re,ci_gr",100,0,0
9,"adult",13,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",1,"ci_gr,tr_re,sq_re",100,0,0
10,"child",2,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",3,"tr_re,sq_re,ci_gr",100,0,0
11,"child",0,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",1,"ci_gr,tr_re,sq_re",100,0,0
12,"child",11,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",3,"sq_re,tr_re,ci_gr",100,0,0
13,"child",1,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",3,"tr_re,sq_re,ci_gr",98,2,0
14,"adult",14,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",2,"sq_re,ci_gr,tr_re",100,0,0
15,"adult",17,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",3,"tr_re,sq_re,ci_gr",0,50,50
16,"child",11,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",1,"ci_gr,sq_re,tr_re",100,0,0
17,"adult",13,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",1,"ci_gr,sq_re,tr_re",100,0,0
18,"adult",18,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",1,"ci_gr,tr_re,sq_re",100,0,0
19,"child",8,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",2,"sq_re,ci_gr,tr_re",100,0,0
20,"child",9,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",2,"sq_re,ci_gr,tr_re",100,0,0
21,"child",17,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",2,"sq_re,ci_gr,tr_re",100,0,0
22,"child",7,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",1,"ci_gr,sq_re,tr_re",100,0,0
23,"adult",6,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",2,"tr_re,ci_gr,sq_re",100,0,0
24,"child",7,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",3,"sq_re,tr_re,ci_gr",100,0,0
25,"child",8,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",2,"sq_re,ci_gr,tr_re",100,0,0
26,"adult",18,23,"filler type b","filler unambiguous","ci","ci_gr","sq_re","tr_re",3,"sq_re,tr_re,ci_gr",100,0,0
